Unnamed: 0,datetime,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude ,color
43810,5/22/2001 20:00,reno,nv,us,unknown,15,one hour,black unmarked helicopter,8/5/2001,39.5297222,-119.8127778,black
43831,5/22/2003 22:45,ephrata,wa,us,triangle,240,4 minutes,Object made no noise&#44 was very jittery&#44 when turning it did not bank.  Also had red light on top and bottom along with 4-5 white lights,5/27/2003,47.3177778,-119.5525,red
43844,5/22/2004 23:00,sumas,wa,us,light,120,2 minutes,We saw an object with a steady bright white light&#44 no sound&#44 low in the sky capable of changing its speed.,6/4/2004,49.0002778,-122.2636111,white
43846,5/22/2005 12:00,kingston (canada),ns,ca,oval,900,15 minutes,((NUFORC Note:  Possible student report.  PD))  Oval shape ship with green red and blue lights there were two that i saw one landed.,5/24/2005,44.233333,-76.483333,green
43848,5/22/2005 21:45,santa ana,ca,us,light,45,30-45 seconds,1: sphere caught in first part  of day on video&#44 2: white light seen at night then disappears,5/24/2005,33.7455556,-117.8669444,white
43852,5/22/2006 18:46,centerville,ma,us,triangle,74,1:14,Large triangel craft with large white dome at the bottom.,7/16/2006,41.6486111,-70.3486111,white
43855,5/22/2006 22:30,round lake,il,us,oval,4,3-4 sec,an orange football shaped object in round lake sky so fast it made after images(trail),7/16/2006,42.3533333,-88.0933333,orange
43863,5/22/2007 21:00,carrabelle,fl,us,other,8,8 seconds,Noticed four or five orange yellow balls of light horizonal in sky they were there and then they were gone in a matter of seconds,6/12/2007,29.8530556,-84.6644444,orange
43866,5/22/2008 01:00,morro bay,ca,us,sphere,240,4 minutes,Bright orange sphere.,7/5/2008,35.3658333,-120.8488889,orange
43867,5/22/2008 04:45,san antonio,tx,us,sphere,5,5 seconds,I left my condo for work&#44 looked up into the sky saw the moon with clouds around it&#44 just then I saw an round object yellow in color mo,6/12/2008,29.4238889,-98.4933333,yellow
43883,5/22/2010 04:00,nantucket,ma,us,cylinder,30,30 seconds,((HOAX??))  We saw a red tube in the sky.,6/3/2010,41.2833333,-70.1,red
43891,5/22/2010 22:00,little chute,wi,us,light,40,40 seconds,Bright white light moving from north west to south east. Near the Big Dipper constellation. The Light disappeared after it went past th,6/3/2010,44.2800000,-88.3183333,white
43892,5/22/2010 22:00,orlando,fl,us,light,600,10 min,((HOAX??))  It was bright orange like a street light then went dim,5/29/2011,28.5380556,-81.3794444,orange
43893,5/22/2010 22:00,ottawa (canada),on,ca,light,120,2 mins,Orange cluster of lights followed by six points of white light - moving in night sky and changing direction.,6/3/2010,45.416667,-75.7,white
43901,5/22/2011 02:05,t&oslash;nsberg (norway),,,triangle,1500,25 minutes,8 yellow dots forming a triangle in the skies.,3/18/2014,59.26757,10.407561,yellow
43908,5/22/2011 19:04,northampton,ma,us,formation,60,1 minute,((HOAX??))  Eight bright yellow lights flying north to south several hundred feet above the Connecticut river.,5/29/2011,42.3250000,-72.6416667,yellow
43910,5/22/2011 21:30,kitchener (canada),on,ca,fireball,1800,30 mins,Bright orange fire-like ball.,5/29/2011,43.45,-80.5,orange
43911,5/22/2011 22:00,florissant,co,us,flash,300,5 min.,Bright white lights seen in the SW sky from Florissant.,5/29/2011,38.9458333,-105.2888889,white
43912,5/22/2011 23:31,manteno,il,us,fireball,120,2 minutes,Vibrant&#44 stationary orange light hovering above farmland,5/29/2011,41.2505556,-87.8313889,orange
43921,5/22/2012 17:00,oak creek,wi,us,sphere,3600,1hr,silver balls with vapor trail.,7/4/2012,42.8858333,-87.8630556,silver
43922,5/22/2012 19:30,memphis,tn,us,sphere,900,15 min.,Spherical metallic object high up in daylight sky gaining altitude and slowly heading west.  One witness observed a spider like orange,5/29/2012,35.1494444,-90.0488889,orange
43923,5/22/2012 20:30,gwent (uk/wales),,gb,other,480,8 minutes,Very slow moving object&#44 when looking looking through binoculars the object was made up of two white lights.,5/29/2012,51.666667,-3.0,white
43924,5/22/2012 20:40,wilcox,az,,rectangle,1800,30 minutes,Cluster&#44 lights appear and disappear&#44 small white rectangle,5/29/2012,32.252852,-109.832012,white
43926,5/22/2012 21:30,fulton,ny,us,circle,600,10 minutes,05/22/12 red orb over fulton ny,5/29/2012,43.3227778,-76.4175,red
43933,5/22/2013 07:00,hayward,ca,us,changing,1800,30 minutes,Parked 50 feet above started as a black machine&#44 then turned silver and slowly moved to the east changing shape to a ball of light. Lig,6/2/2013,37.6688889,-122.0797222,black
43937,5/22/2013 19:00,imperial,mo,us,circle,5,5 seconds,Large round white ball flying across the sky super fast.,6/2/2013,38.3697222,-90.3783333,white
43938,5/22/2013 19:00,lubbock,tx,us,triangle,300,5 minutes,8 yellow lights,6/2/2013,33.5777778,-101.8547222,yellow
43951,5/23/1995 22:50,woodland,me,us,,1200,20 min.,Woman&#44 husband&#44 police officer&#44 &amp; sec. guard witness 2 objs.&#44 one large &amp; white&#44 one smaller&#44 red &amp; green.  8 windows in big one&#33,11/2/1999,45.1569444,-67.4052778,red
43953,5/23/1997 04:00,arcadia (outskirts of),fl,us,light,180,3 minutes,Me and my friend were traveling down I-75 towards Arcadia&#44 Fl. when we saw a very bright pulsating white light hovering in a clearing&#44,9/26/1998,27.2155556,-81.8586111,white
43969,5/23/2002 12:30,newburyport,ma,us,teardrop,300,5 min,I witnessed a silent white teardrop shaped object.,6/12/2002,42.8125000,-70.8777778,white
43970,5/23/2002 16:00,sacramento,ca,us,unknown,900,15 minutes,15 black dots making formations and staying in the same spot for 15 minutes,2/14/2006,38.5816667,-121.4933333,black
43973,5/23/2003 02:30,south gate,ca,us,fireball,180,2-3 min,I was unable to sleep so I looked out my window and I saw an orange fireball moving slowly from the south east,6/3/2003,33.9547222,-118.2111111,orange
43975,5/23/2003 21:30,webster city,ia,us,triangle,180,3 minutes,Dark triangle shaped object moving slowly southwards with orange lights on each corner.,5/27/2003,42.4694444,-93.8158333,orange
43980,5/23/2004 08:00,ohio (in-flight),oh,,sphere,5,5seconds,white sphere fly-by seen from window of commercial jet,6/4/2004,40.417287,-82.907123,white
43982,5/23/2004 17:30,seattle,wa,us,sphere,300,5 min. +,Six silver spheres with larger not -sphere&#44 orange&#44 in daylight. I got pics.,6/4/2004,47.6063889,-122.3308333,silver
43986,5/23/2004 23:00,hanceville,al,us,oval,600,10 min,It was a green light that just sat there for a second. It had a slight pulse to it. It flew away to the east at a high rate  of speed t,6/4/2004,34.0605556,-86.7675,green
43987,5/23/2004 23:10,toms river,nj,us,circle,30,30 seconds,It was a large bright circular white light that moved across the sky for about 20 seconds then gradually turned to the size of a pin,6/4/2004,39.9536111,-74.1983333,white
43989,5/23/2005 06:30,ormond beach,fl,us,diamond,3600,1 hour +,Black&#44 three dimensional&#44 diamond shaped object which remained perfectly still for an hour and exhibited a faint orange glow around it,5/24/2005,29.2855556,-81.0561111,orange
43994,5/23/2005 21:30,st. george island,fl,,chevron,60,1 min,I was facing south&#44 looking over the Gulf of Mexico at the full moon that was rising. One by one&#44 red lights appeared to the east of th,6/20/2005,29.643817,-84.913029,red
44000,5/23/2006 11:00,st. andrews (uk/scotland),,gb,sphere,30,30 sec,I was watching the events taking place on the turn (9th green and 10th fairway) on the St Andrews Old Course golf links where I sit for,7/16/2006,56.333333,-2.783333,green
44004,5/23/2006 22:00,campbell,ca,us,light,300,5 min,Bright orange light in the sky,7/16/2006,37.2872222,-121.9488889,orange
44006,5/23/2006 22:34,tranquillity,ca,us,circle,180,3 min,bright white lite near Tranquillity/ Mendota,7/16/2006,36.6488889,-120.2516667,white
44008,5/23/2006 23:30,cleveland,oh,us,sphere,6,6 seconds,Bright white sphere,7/16/2006,41.4994444,-81.6955556,white
44013,5/23/2007 22:05,round rock,tx,us,circle,10,10 seconds,Low object below clouds moving from south to north - red circular light,6/12/2007,30.5080556,-97.6786111,red
44016,5/23/2007 22:50,kelowna (canada),bc,ca,other,20,20 seconds,there were two dimly lit lights either of amber or orange - but very muted in scope of illumination and color.  it&#39s flight pattern was,6/12/2007,49.9,-119.483333,orange
44028,5/23/2008 23:00,simi valley,ca,us,circle,900,10-15minutes,5/23/08 circular orange fire ball object went from 1 to 2 objects and droped embers,6/12/2008,34.2694444,-118.7805556,orange
44031,5/23/2009 11:18,cincinnati,oh,us,triangle,120,over a hour,triangle shaped 3 orange globes,6/9/2009,39.1619444,-84.4569444,orange
44034,5/23/2009 20:00,trenton,oh,us,triangle,900,10-15min,3 orange lights,6/9/2009,39.4808333,-84.4577778,orange
44035,5/23/2009 20:38,orting,wa,us,other,240,4 minutes,Very intense Hot white lights w/t-shaped body moving extremely fast.,6/9/2009,47.0980556,-122.2030556,white
44036,5/23/2009 21:48,zimmerman,mn,,circle,60,1min,We witnessed a lighted object in the sky&#44 that was orange in color with a circular structure&#44,6/9/2009,45.443299,-93.589962,orange
44046,5/23/2010 23:45,rolling meadows,il,us,circle,300,5 minutes,We saw a circular object flying low in sky with 3 bright blue rotating lights&#44 and it was silent.,6/3/2010,42.0841667,-88.0130556,blue
44051,5/23/2011 21:30,ord,ne,us,sphere,3600,1hr-1.5hr,The red spheres dimmed and dissappeared only to be followed by more red lights appearing and staying staying stationary in the sky but,5/29/2011,41.6033333,-98.9258333,red
44053,5/23/2011 23:30,monee,il,us,light,120,2 minutes,Small&#44 orange light spotted on a back drop of clouds&#44 then diminished and disappeared.,5/29/2011,41.4200000,-87.7416667,orange
44055,5/23/2012 00:15,san antonio,tx,us,circle,300,4-5 minutes,Saw a  Round white object&#44 in the air-above a tree&#44 had bluish/white beam light from it&#44 directly on me.,7/4/2012,29.4238889,-98.4933333,white
44058,5/23/2012 03:00,des moines,ia,us,fireball,60,60 seconds,While driving east on 80/35 near the Merle hay exit A large cherry red to orange fireball. It moved as though it may land in front of m,5/29/2012,41.6005556,-93.6088889,red
44059,5/23/2012 03:30,oklahoma city,ok,us,rectangle,300,5 minutes,Rectangle transparent object sitting above HW I-35 stationary  red &amp; green lights on corners no sound,5/29/2012,35.4675000,-97.5161111,red
44060,5/23/2012 11:00,exeter,ne,us,light,180,3 minutes,Tiny white light darts in the Great Plains evening sky&#33,6/5/2012,40.6441667,-97.45,white
44063,5/23/2012 20:39,carpentersville,il,us,oval,120,2 mins.,3 slanted white dots sitting there with no movement.,5/29/2012,42.1211111,-88.2577778,white
44067,5/23/2012 21:45,gardner,il,us,sphere,2,2 seconds,Low flying green blinking sphere,5/29/2012,41.1855556,-88.3097222,green
44068,5/23/2012 22:15,watson,la,us,cigar,30,30 sec.,Cigar shaped&#44simi-transparent object&#44faint white light on either end&#44silently moving over Watson&#44La.,5/29/2012,30.5755556,-90.9530556,white
44075,5/23/2013 18:00,bomoseen,vt,us,other,2,2 seconds,Lighting type flash&#44 looked up an saw cigar shaped black object in Bomoseen&#44 vt,6/2/2013,43.6436111,-73.1991667,black
44084,5/24/1990 23:00,eugene,or,us,light,180,3minutes,three vertical red lights in the sky,4/22/2003,44.0522222,-123.0855556,red
44086,5/24/1995 03:00,san luis obispo,ca,us,circle,5,five seconds,red light moving in a circular motion,9/21/2000,35.2827778,-120.6586111,red
44088,5/24/1995 22:35,brentwood,tn,us,,60,1 minute,Young boy (14 yrs.)&#44 mother&#44 &amp; friend witness large&#44 white obj.&#44 size of moon fly almost overhead,11/2/1999,36.0330556,-86.7827778,white
44089,5/24/1996 01:50,toronto (canada),on,ca,triangle,120,1-2 minutes,3 dim trianglular lights on a black trangular base moving slowly low to the ground over Toronto W to E.,9/29/2004,43.666667,-79.416667,black
44091,5/24/1996 22:30,youngstown,oh,us,,180,3 min.,Man sees round&#44 white light moving at &quot;high speed&quot; to the north.  (Telephone suddenly disconnects.),11/2/1999,41.0997222,-80.6497222,white
44097,5/24/1999 11:00,glendale,az,us,disk,180,3 min.,We saw a silver disc not moving at all at about 7&#44000 feet (estimate) and watched it for about 3 min. We had decided it must be a weath,6/23/1999,33.5386111,-112.1852778,silver
44102,5/24/2000 13:30,nagoya (japan),,,disk,10,10sec,On the 24/5/2000 I saw two 2UFO&#44s with a disk shapes the size of a normal jet engine.They came out of the beautiful blue sky zig zaggin,12/2/2000,35.181446,136.906398,blue
44103,5/24/2001 00:57,winchester (uk/england),,gb,other,4,4secs,Caterpillar of 4b orange orbs linked like atrain moving very fast in BW to SE direction over Winchester UK,8/5/2001,51.016667,-1.316667,orange
44114,5/24/2003 19:20,birmingham (uk/england),,gb,oval,300,5 min,Oval silver Craft,5/27/2003,52.466667,-1.916667,silver
44115,5/24/2003 19:45,littleton,co,us,other,720,12 min,Large black object that never moved for 12 min,5/27/2003,39.6133333,-105.0161111,black
44118,5/24/2004 18:00,metairie,la,us,formation,1800,30 min,round craft with bright center light and flashing blue&#44 green and red lights stationary for 25 to 30 min. video recorded,6/4/2004,29.9838889,-90.1527778,green
44127,5/24/2005 20:30,chandler,az,us,other,600,10 min.,We saw a round&#44 &quot;covered-bowl&quot;-shaped object&#44 large as a house&#44of luminous white light&#44slowly move&#44hover&#44 &amp; float down out of view.,5/28/2005,33.3061111,-111.8405556,white
44132,5/24/2006 15:45,blackburn&#44 lancashire (uk/england),,,circle,20,10-20 seconds,A small black circle rises and then stops dead in front of cloud&#44there one moment gone the next.,7/16/2006,53.748575,-2.487529,black
44139,5/24/2008 00:00,north merrick,ny,us,oval,20,20 seconds,there was a very large oval shaped object with a bright red glowing bottom,7/5/2008,40.6911111,-73.5636111,red
44141,5/24/2008 00:20,alton&#44 hampshire (uk/england),,,light,25,25 seconds,strange slow moving white light which had no lights on it and made no sound moving overhead and out of sight,6/12/2008,51.150719,-0.973177,white
44151,5/24/2008 23:46,butler,pa,us,circle,2,2 seconds,it was a white orb with a red outline. it had a long tail that was white and red.,6/12/2008,40.8611111,-79.8955556,white
44163,5/24/2009 21:45,lisbon,me,us,oval,240,4 minutes,2nd time in 4 nights a Craft with a brightness with slight blue hue passed over Lisbon Maine.  ((NUFORC Note:  ISS overflight.  PD)),6/9/2009,44.0313889,-70.105,blue
44190,5/24/2012 19:00,wallaceburg (canada),on,ca,changing,60,1/2 a minute,A shape changing silver white UFO that changed into seven distinct forms (one with a big light at the top) in a matter of moments.,5/29/2012,42.583333,-82.366667,silver
44195,5/24/2012 21:45,london (uk/england),,gb,formation,30,30 seconds,Over 10 bright red orbs in the sky&#44 seemed to be in a formation or group&#44 they were completely still,5/29/2012,51.514125,-0.093689,red
44200,5/24/2013 02:00,palm desert,ca,us,fireball,300,5 minutes,red pulising lights making triangle formations and hovering,6/2/2013,33.7222222,-116.3736111,red
44209,5/24/2013 21:00,midlothian,il,us,triangle,300,5 minutes,Group of orange lights flying close together,6/2/2013,41.6252778,-87.7175,orange
44215,5/25/1968 21:30,delta,co,us,sphere,45,45 seconds,Slow moving large red spherical object moving in a upward direction over the town. The object then split into two seperate objects and,3/19/2002,38.7422222,-108.0683333,red
44217,5/25/1977 01:00,marshall,il,us,cigar,1200,20 min.,totally black object in the sky,10/30/2006,39.3913889,-87.6936111,black
44226,5/25/1995 15:00,shalimar,fl,us,teardrop,30,30 seconds,A silver metallic&#44 teardrop-shaped object in the skies north of Shalimar near main gate of Eglin AFB,4/18/2012,30.4455556,-86.5791667,silver
44235,5/25/2000 15:15,dallas,tx,us,disk,180,3 min.,Enormous silvery disk hovered for 3 minutes above Dallas Love Field airport (~10&#44000 ft).  Two unmarked black copters pursued.,6/6/2000,32.7833333,-96.8,black
44239,5/25/2000 20:00,victor,ny,us,disk,60,1 minute,Fast moving disck like object with red and green flashing lights.,3/4/2008,42.9825000,-77.4091667,red
44249,5/25/2002 20:20,morrison,co,us,egg,120,1-2 minutes,Small red and black object seen flying over Red Rocks Park near Morrison&#44 Colorado.,6/12/2002,39.6536111,-105.1905556,red
44252,5/25/2002 23:15,kenosha,wi,us,light,720,12 mins.,Lights coalesced from the north&#44 flashed red yellow and blue&#44 flew in large circles&#44 and dissapeared again to the north.,7/1/2002,42.5847222,-87.8211111,red
44258,5/25/2004 08:10,washington&#44 d.c.,dc,,other,10,10 seconds,Craft with bright white lights motionless over Southwest Washington D.C.,6/4/2004,38.907231,-77.036464,white
44259,5/25/2004 14:00,omaha (near),ne,us,cone,75,1min 15sec,Storm chaser witnesses red and white cone over Nebraska field.,6/23/2004,41.2586111,-95.9375,red
44268,5/25/2005 19:45,south bend,in,us,changing,1200,20 minutes,I witnessed a black shape-shifting black mass in the sky .,5/28/2005,41.6833333,-86.25,black
44269,5/25/2005 20:00,drachten (netherlands),,,light,180,2-3minutes,white (star like) object traveling from Northwest to Southeast in the north of Holland,2/14/2006,53.092581,6.058637,white
44270,5/25/2005 20:00,lisbon,ny,us,formation,15,15 seconds,An orange light emitted smaller lights creating a symmetrical formation.,5/15/2006,44.7272222,-75.3213889,orange
44280,5/25/2006 20:00,vienna,va,us,circle,1200,20 min.,Was blue did not move at all nere jupiter.,7/16/2006,38.9011111,-77.2655556,blue
44288,5/25/2007 17:00,chehalis,wa,us,rectangle,2700,~45min,orange and white rectangular&#44 spinning object moved slowly west then south&#44 shooting out things to the S.  ((NUFORC Note:  Star??  PD)),6/12/2007,46.6622222,-122.9627778,orange
44290,5/25/2008 14:00,campbell river (canada),bc,ca,disk,600,10 minutes,In backyard on clear blue day&#44 hovering disk above my house&#44 run inside to grab camera&#44 come back out 5 seconds later and its gone&#44 no.,5/15/2013,50.016667,-125.25,blue
44293,5/25/2008 19:45,north mankato,mn,us,cigar,120,2 minutes,Small white cigar shaped object&#44 low in sky&#44 hovered for 2 minutes&#44 then disappeared&#44 no trail.,6/12/2008,44.1733333,-94.0336111,white
44296,5/25/2008 21:10,consecon (canada),on,,circle,2700,45 min,05/25/08  Prince Edward County&#44 Southern Ontario. Brilliant  orange orbs/circles sighting lasted 45 minutes,6/12/2008,43.998439,-77.46366,orange
44297,5/25/2008 21:57,scarborough,me,us,triangle,25,25 seconds,A triangle shaped object with 3 yellow lights on bottom and a white light on each corner.,6/12/2008,43.5780556,-70.3222222,yellow
44298,5/25/2008 23:05,milwaukee,wi,us,circle,120,2 minutes,At  11:00 PM lighting struck a silent&#44 unlight craft and then started to glow a brilliant yellow illumination and flout across the sky,6/12/2008,43.0388889,-87.9063889,yellow
44299,5/25/2008 23:40,london (canada),on,ca,formation,8,8 seconds,side by side dim orange lights quickly across sky,6/12/2008,42.983333,-81.25,orange
44302,5/25/2009 00:45,minneapolis,mn,us,light,7,7sec,light moved from the nnw to the ssw then changed direction sharply and headed nnw&#44 diffuse red in color.,6/9/2009,44.9800000,-93.2636111,red
44307,5/25/2009 09:45,sharon,pa,us,light,90,90 seconds,Round white light speeding over us then just disappearing.  ((NUFORC Note:  ISS??  PD)),6/9/2009,41.2330556,-80.4936111,white
44314,5/25/2009 22:00,humble,tx,us,other,30,30 sec.,We saw a large boomerang shaped object with three lights along the wing front surfaces.  It was black or&#44 dark in color.  Made no nois,6/9/2009,29.9986111,-95.2619444,black
44315,5/25/2009 22:00,laredo,tx,us,other,1800,30 min.,Four  white lights chasing each other inside a cloud.  ((NUFORC Note:  Possible advertising lights?  PD)),6/9/2009,27.5061111,-99.5072222,white
44319,5/25/2009 22:05,fombell,pa,us,light,60,1min,single white light moving from northwest to southeast&#44 very quiet&#44 sped up slowed down&#44 boxy like travel,6/9/2009,40.8094444,-80.2019444,white
44336,5/25/2012 00:00,miami,fl,us,circle,360,6 minutes,Bright orange lights over Miami&#44 Florida,6/5/2012,25.7738889,-80.1938889,orange
44338,5/25/2012 09:30,hull (canada),qc,ca,oval,900,15 min,Bright lights green to orange to yellow,5/29/2012,45.433333,-75.733333,green
44339,5/25/2012 12:40,bremerton,wa,us,unknown,600,10 minutes,It was white and  moving around&#44 back and fourth,5/29/2012,47.5675000,-122.6313889,white
44342,5/25/2012 22:00,holly,mi,us,light,60,1 minute,There was one orange ball shaped object flying very low and vary fast from the Northwest to the Southeast over Holly Michigan.  There w,5/29/2012,42.7919444,-83.6277778,orange
44346,5/25/2013 00:00,plainfield,il,us,triangle,300,5 minutes,Three exremely large white bright lights in the shape of an obtuse triangle hovering over Joliet and could be seen from Plainfield&#44 IL.,6/2/2013,41.6269444,-88.2038889,white
44348,5/25/2013 01:30,north east,pa,us,circle,120,2 minutes,Five  circular objects glowing orange like fire giving off a round halo. Each vanished separately and made no noise.,6/2/2013,42.2155556,-79.8344444,orange
44349,5/25/2013 01:45,charlotte,tn,us,rectangle,120,2 minutes,Me and my grandson were on hwy 49W and we saw a flat shiney silver object in the sky while driving.,6/2/2013,36.1772222,-87.3397222,silver
44353,5/25/2013 14:00,convoy,oh,us,sphere,60,60 seconds,Shiny silver sphere&#44 no lights&#44 propellers&#44 or smoke seen,6/2/2013,40.9166667,-84.7027778,silver
44354,5/25/2013 18:40,el paso,tx,us,sphere,480,5-8 minutes,Between 6:32-6:45 PM on clear blue sky noticed white &quot;ball-shape&quot; object high in sky moving eastward as nearby airline headed west.,6/2/2013,31.7586111,-106.4863889,blue
44356,5/25/2013 20:15,porter,tx,us,fireball,10,5-10 seconds,Large bright red orange fireball in sky emits two smaller fireballs then disappears.,6/2/2013,30.1022222,-95.2294444,red
44358,5/25/2013 21:10,hattiesburg,ms,us,fireball,20,20 seconds,Bright large red fireball moving SW over West Hattiesburg&#44 MS. May 25&#44 2013 at 9:10pm.,6/2/2013,31.3269444,-89.2902778,red
44359,5/25/2013 21:20,tucson,az,us,light,1200,15-20 minutes,A fleet of 20-30 glowing orange orbs flying in linear formation across the nightime horizon in Tucson,6/2/2013,32.2216667,-110.9258333,orange
44360,5/25/2013 21:30,virginia beach,va,us,circle,120,2 minutes,I was outside talking on the phone when I looked up at saw two strange orange lights in the sky. I saw a black circle fall from the sky,6/2/2013,36.8527778,-75.9783333,orange
44363,5/25/2013 22:30,butte,mt,us,triangle,600,10 minutes,3 white lights in a triangle formation.,6/2/2013,46.0038889,-112.5338889,white
44364,5/25/2013 22:45,raleigh,nc,us,light,600,5-10 minutes,Three orange lights moving slowly and quietly.,7/3/2013,35.7719444,-78.6388889,orange
44367,5/25/2013 23:00,springfield,oh,us,circle,1800,30 minutes,Red fireballs in sky completely red,6/2/2013,39.9241667,-83.8088889,red
44368,5/25/2013 23:00,youngstown,oh,us,chevron,360,6 minutes,May 25&#44 2013 driving home on dark country road a brilliant red object appeared off to my right and went west.,7/3/2013,41.0997222,-80.6497222,red
44369,5/25/2013 23:14,rockvale,tn,us,oval,4,4 seconds,Oval dark green disc with greenish halo around object moving extremely fast and horizontal.,6/2/2013,35.7572222,-86.5313889,green
44370,5/25/2013 23:30,lake shasta,ca,,fireball,240,4 minutes,Saw an orange fireball move silently across the sky from west to east.,6/2/2013,40.743756,-122.404713,orange
44389,5/26/2000 20:00,burbank,ca,us,disk,15,15 secs,A faint orange illuminate  crescent  that moved   in the sky.,6/6/2000,34.1808333,-118.3080556,orange
44391,5/26/2000 23:15,jersey city,nj,us,sphere,90,90 seconds,My roomates and I were enjoying a late night barbeque in our backyard when a all three of us obsereved a large orange sphere moving qui,6/6/2000,40.7280556,-74.0780556,orange
44392,5/26/2000 23:15,ogdensburg (over the st lawrence river on the canadian borde,ny,,changing,300,5 min,Circle of slowly strobbing white lights seen over St Lawrence River near Ogdensburg/Prescott International Bridge,6/6/2000,40.712784,-74.005941,white
44393,5/26/2001 00:00,bates city,mo,us,light,2,a few seconds,Two orange light flying in patterns now plane&#44 nor plane&#44 nor helicopter could match.,6/18/2004,39.0061111,-94.0722222,orange
44399,5/26/2001 19:30,socorro,nm,us,other,1500,25 minutes,Object seen in western sky stationary at 7:00 o&#39clock position from the Moon. Sky was light blue as the Sun was already behind the Moun,8/5/2001,34.0583333,-106.8908333,blue
44406,5/26/2001 23:20,big bear,ca,,light,360,6 minutes,Bright yellow and dim blue points that maneuvered and finally climbed straight up and out of sight,3/11/2006,34.261118,-116.84503,yellow
44423,5/26/2005 22:00,fort wayne,in,us,light,600,10 minutes,I saw several strange white lights moving in multiple directions.  ((NUFORC Note:  Possible satellites&#44 we believe.  PD)),5/28/2005,41.1305556,-85.1288889,white
44424,5/26/2005 22:08,bellingham,wa,us,circle,15,10-15 seconds,Bright white light&#44 traveling high and fast from Mt. Baker to Bellinham Bay then&#44 lost sight due to trees.,9/2/2005,48.7597222,-122.4869444,white
44433,5/26/2006 05:33,port st. lucie,fl,,light,25,25 secs or less,A still and intense flourescent green light in the sky which lasted about 25 secs then vanished.,7/16/2006,27.273049,-80.358226,green
44435,5/26/2007 00:45,maurertown,va,us,circle,5,5 sec.,Bright green light in the shape of a soft ball.,6/12/2007,38.9297222,-78.4638889,green
44440,5/26/2007 19:00,wilmington,nc,us,oval,1200,20 minutes,Near ILM airport &#44before dusk we saw a oval orange tinted object not moving at first and then slowly moved and disapeared.,6/12/2007,34.2255556,-77.945,orange
44446,5/26/2008 00:00,pittsburgh,pa,us,disk,1.5,1-1.5 sec,Bright yellow flying disk&#44 dark center&#44 observed flying over city of Pittsburgh Pa.,6/12/2008,40.4405556,-79.9961111,yellow
44448,5/26/2008 04:30,alexandria,va,us,light,600,10 minutes,Red and white lights sighted in Alexandria&#44 VA.,6/12/2008,38.8047222,-77.0472222,white
44449,5/26/2008 08:50,murrieta,ca,us,disk,1200,20 minutes,Flashing disc of red blue and white lights over Murrieta/Temecula that left with a comet looking flash,6/12/2008,33.5538889,-117.2130556,red
44455,5/26/2009 01:00,port charlotte,fl,us,light,25,25 seconds,Bright orange object moving slowly&#44 stopped then dimmed out completely after a few seconds,6/9/2009,26.9758333,-82.0908333,orange
44463,5/26/2010 20:30,santa ana,ca,us,,1200,>20 min,Rectangular slinky which had the appearance of being made of flat black ribbon dangling from clouds for 10 miles definitely not smoke&#44,1/5/2011,33.7455556,-117.8669444,black
44467,5/26/2010 22:08,torquay (devonshire) (uk/england),,gb,light,240,4 min,bright red glowing lights&#44flashing with inner white to amber,6/3/2010,50.45,-3.5,red
44471,5/26/2011 01:00,augusta,mt,us,light,120,1-2 minutes,ICBM Sites Augusta&#44 Montana&#44 1:00 A.M.  brilliant lights&#44 greenish red orb&#44 with no contrails on vanishing.,5/29/2011,47.4927778,-112.3913889,red
44474,5/26/2011 22:30,las vegas,nv,us,flash,300,5 minutes,Red and white flashing UFOs.,5/29/2011,36.1750000,-115.1363889,white
44475,5/26/2011 23:00,raleigh,nc,us,circle,180,3 min,Three bright red circles of light form above for one minute and vanish.,6/3/2011,35.7719444,-78.6388889,red
44476,5/26/2012 00:00,mason city,ia,us,other,240,2 to 4 min.,acorn shaped with flames and a ring of white lights on bottom,6/5/2012,43.1536111,-93.2008333,white
44480,5/26/2012 05:45,new port richey,fl,us,light,15,15 seconds,Ball of white light turns to green streak across the sky vertically&#44 heading downward.,5/29/2012,28.2438889,-82.7194444,white
44487,5/26/2012 21:05,lake village,ar,us,light,600,10 min,Lake Village&#44 Arkansas: observed 8 - 9 glowing white orbs passing over MS River,5/29/2012,33.3286111,-91.2816667,white
44490,5/26/2012 21:38,macedon,ny,us,sphere,60,1 min,Bright orange light in sky moving downward&#44 hesitated for a moment and disappeared behind the tress.,5/29/2012,43.0691667,-77.2991667,orange
44495,5/26/2012 23:00,burlington (canada),on,ca,light,1200,20 mins,Unidentified red lights in the sky,5/29/2012,43.316667,-79.8,red
44496,5/26/2012 23:00,collville (canada),bc,,triangle,5,05 seconds,3 triangular white lights,5/29/2012,48.544997,-117.900954,white
44498,5/26/2013 00:15,apopka,fl,us,disk,900,15 minutes,Green lit object with a red light spinning around object in late night sky,6/2/2013,28.6802778,-81.5097222,red
44503,5/26/2013 20:00,peoria,az,us,triangle,3600,1 hour,3 white dot triangle.,6/2/2013,33.5805556,-112.2366667,white
44508,5/26/2013 20:45,jacksonville,nc,us,light,300,4-5 minutes,Three very bright orange lights above the tree lines traveling in the same pattern and direction.,6/2/2013,34.7538889,-77.4305556,orange
